Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
RGbO2pQ,9qGjPGK,2025-09-19 13:41:00,recAr1uvRx9UrkF7X,10.0,,,Yes,Yes,Yes,No,No,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No
LZa8g9p,D4269KE,2025-09-19 13:42:00,rechO8AiJTAFMc97d,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,"Reduce the Price ,Give me an offer"
1ANjO8b,jaDAXDY,2025-09-19 13:42:00,recybzRyjisOYk09Y,2.0,,,Yes,No,No,Yes,When purchasing i was not informed by your sales representative that i would not be able to download apps and install apps outside google play,No,"No, I have never used it",Reach Out via a Sales Agent,No,No
9qReaO1,jOARQQ,2025-09-19 13:42:00,recSksJ6kcJr4GeqI,10.0,,,Yes,Yes,Yes,Yes,,,,,,
5BeNQkM,kdaBXye,2025-09-19 13:43:00,recpElK4NNGQnNx6W,10.0,,,Yes,Yes,No,No,The battery is running very fast,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
D4xLYQj,aQNqXo2,2025-09-19 13:44:00,recd8izjrhpNtsfyS,8.0,,,Yes,Yes,,,,,,,,
LZa8V5l,PdjJWLV,2025-09-19 13:44:00,recOy3Zkn6Hrja4pt,0.0,,,No,No,No,Yes,Simu inakua moto ata sijui shida ni nine.,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,I like service
ob5JpoX,ob6LYAx,2025-09-19 13:44:00,recs5oyB2NJBJow1o,10.0,,,Yes,Yes,Yes,"No, I have never looked for customer care",Can I be exchanged this phone please,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,No
Xx8jgkY,OD1MKdK,2025-09-19 13:44:00,recX2wYl1opByZ13V,8.0,,,Yes,Yes,No,Yes,My device does not connet with spen why,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
EkZpgzB,xXx5EVk,2025-09-19 13:45:00,recaTuUs8AmCHa3z2,9.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
gDJBpVl,OD1MKop,2025-09-19 13:45:00,rechQoFy9G3zne7n9,10.0,,,Yes,Yes,No,"No, I have never looked for customer care","No, I have not yet looked for customer care",No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,"No, I don't have any"
dW87V9d,Ekz7eor,2025-09-19 13:45:00,recud66wyVLUrrUuN,7.0,,,Yes,Yes,No,,,,,,,
9qRex01,GN0Nqz,2025-09-19 13:45:00,recQOvXntXmNQe5i2,9.0,,,Yes,Yes,No,Yes,Wanted to get assistance on getting a dual Sim not a single Sim phone less than 24hrs after getting the phone but couldn't reach the customer service agent,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"None at the moment,if any I'll reach out."
Bzjv5xR,kdaBXBe,2025-09-19 13:46:00,recc4Wuga0Ez2dKAV,8.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
b5YaGq7,GxvAaVL,2025-09-19 13:46:00,rec06Jw9u4LbqIul4,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Continue serving us well
0QZ45B9,kdaBXjo,2025-09-19 13:46:00,rec3ZrgTHmAsrtCcR,7.0,,,Yes,Yes,No,No,"There's no any challenges I faced 
",,,,,
" I'm ok. Thank you""",No,,Phone Call – +254 728 444 442 or +254 709 924 404,,I'm ok,,,,,,,,,,,
LZa8oz2,Np51QGp,2025-09-19 13:47:00,recaPEVgc3YIhrx6s,4.0,,,No,Yes,No,"No, I have never looked for customer care",I'm online driver and the phone performance is not good to be specific.The is slow picking requests or hugging mid trips.,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I specifically occurred the phone for uber business but
NpbzyBG,2E8GzQL,2025-09-19 13:47:00,reczvAfrLUrfDKcvO,10.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
GxqMyrZ,J9KvbPo,2025-09-19 13:48:00,recktRzjxFcGpnV4W,1.0,,,Yes,Yes,Yes,No,None challenge but get hot,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,It's is best company
rjJXWkL,vGj5ajA,2025-09-19 13:48:00,recEyEsrB2Pc8eYgV,10.0,,,Yes,Yes,No,No,Superb service,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Excellent job
A74k5ez,ob6LZGN,2025-09-19 13:49:00,recxKBgjjpqWtJmZc,9.0,,,Yes,Yes,No,No,It's cool,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Everything is alright
Bzjv551,GxvAVKz,2025-09-19 13:51:00,rec7zZDQtFz2wR9Rm,8.0,,,Yes,No,No,Yes,I am foreigner in Kenya and I payed in the morning around 10am imagine I got my phone around 4pm I was waiting to ve served the whole day but money reflected very longtime this is bad by the way check from your side the time I paid,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Improve in giving phones people after paying in time
EkZpA7L,b5VQEb2,2025-09-19 13:51:00,rec1GUTObfRG5hPoB,5.0,,,No,Yes,No,Yes,"Placed my complaint on whatsapp this morning 7am, it's 4.41pm, no response",Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,My phone battery can barely do half a day from a morning full charge. On idling at night to morning it losses upto 15% despite all features being off except network connectivity. Can I get the battery replaced to a better one.
8169yrA,6bGKdY,2025-09-19 13:52:00,recDCvqVc986eewWW,6.0,,,Yes,Yes,No,No,,,,,,
xXRGLro,b5VQMBL,2025-09-19 13:53:00,recSUGJriq1naP6hU,9.0,,,Yes,,,,,,,,,
A74kO5k,Zj5rkY5,2025-09-19 13:57:00,recRzlZCYbB8sixqN,6.0,,,Yes,No,No,No,I can't install some apps from samsung store due to some regulations and the apps are verified. I also can't access some phones inbuilt features that contributed to me opting for the phone,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Kindly reach out to me and solve the previous challenge that I have stated in the previous question
449ZDWA,pbxpqzJ,2025-09-19 13:59:00,rec2MVKBIoAZMRFMu,8.0,,,Yes,Yes,Yes,Yes,"Tried calling customer service on a weekend and never got any assistance until on Monday morning,Which was frustrating.",No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,"So far,I'm happy with the services.Keep up the good job."
EkZpe7N,lbDk8Bv,2025-09-19 14:00:00,recoIN6WHonzQfa6E,9.0,,,Yes,No,,,,,,,,
jaJKXe4,WO9VbQj,2025-09-19 14:01:00,recSoyZ5BfRvhCsGo,9.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
68WqGGP,pbxpYx8,2025-09-19 14:02:00,recj19WJHFZaguHN6,10.0,,,Yes,Yes,No,No,Haven't experienced any challenge as per now.,No,"No, I have never used it",MoPhones App,No,"Am still new, lemme see how it goes."
kdJLQg1,2E8Gdrg,2025-09-19 14:03:00,recBs8yTcd6gitaOB,8.0,,,Yes,Yes,Yes,No,My phone been locked despite being paid,No,"No, I have never used it",Self-Service USSD – *789*25044#,Yes,Bo
zxGV42g,q4Z1Qr8,2025-09-19 14:03:00,recQFELDuwOD3DDp4,10.0,,,Yes,Yes,No,No,I Spoke to customer care today and she explained to me a lot of things which I didn't know. I was grateful for the information that she gave me.,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,I am looking forward to finishing my payments on time and fully own the device.
EkZpGbo,Pdj2p41,2025-09-19 14:04:00,rec2j1ExSDuInLqMm,8.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,
b5YaGPo,aQNq1xZ,2025-09-19 14:08:00,recvIxBlsomWdlHaY,7.0,,,No,No,Yes,Yes,"1. My phone has completely refused to pick dual Sim mode.
",,,,,
 2. Payment doesn't automatically update in the App,,,,,,,,,,,,,,,,
 3.Customer service is not 24/7,,,,,,,,,,,,,,,,
" 4. Customer service team is reluctant to take in feedback and it's really frustrating.""",No,,Reach Out via a Sales Agent,,"1. Please work on your MoApp
",,,,,,,,,,,
 2. Please enlighten your customer service that they should be ready to accept feedback,"whether positive or negative.""",,,,,,,,,,,,,,,
QKzG95Y,VLEOWRl,2025-09-19 14:08:00,reccMIkcsIQTXlsGe,10.0,,,Yes,Yes,No,No,Hh,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
0QZ40oN,D4266kl,2025-09-19 14:08:00,recSJUkssAnKhdplp,5.0,,,Yes,No,No,"No, I have never looked for customer care",Give alerts for due dates,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
gDJB8eN,LZ1LLoz,2025-09-19 14:10:00,recVrGot2OOTmprNz,,,,Yes,,,,,,,,,
xXRG8xy,jaDAAk9,2025-09-19 14:11:00,recf1aIkp9wq9zYuJ,9.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
jaJK8G4,rjyMMMR,2025-09-19 14:12:00,recaclCbxCJ8juc9D,8.0,,,Yes,Yes,Yes,No,No,Yes,"No, I have never used it",Free SMS – 25044,No,
5BeNabd,rjyMMYL,2025-09-19 14:12:00,recFMYC9bDPDyB1BR,10.0,,,Yes,Yes,No,No,Have no challenge,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Thx soo much
yPoO8G4,xXx55Ko,2025-09-19 14:14:00,recKSLlKksq97smdy,7.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,My Samsung sometimes it overheats
kdJL8Pd,RGKy9Wp,2025-09-19 14:14:00,rec7qe2tj9h2i73Q2,1.0,,,No,Yes,Yes,No,Your phone software is not right,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,
LZa8L0O,xkPb9y,2025-09-19 14:17:00,recg6rBma9O7Nfcps,10.0,,,Yes,Yes,,,,,,,,
J9eyvGR,jaDAVg6,2025-09-19 14:17:00,rec7D9CNcNbJyjCwe,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,No,Satisfied customer
yPoO550,dWqeyoD,2025-09-19 14:18:00,recNxTJaWReVFpS7L,8.0,,,Yes,Yes,Yes,"No, I have never looked for customer care",payments,No,"No, I have never used it",Reach Out via a Sales Agent,No,no
KYWXjQD,aQNqMRX,2025-09-19 14:19:00,recrjEldvy8dF98Br,7.0,,,Yes,Yes,No,No,,No,"No, I have never used it",Free SMS – 25044,Yes,No
pbJgpk1,VLEO6Da,2025-09-19 14:19:00,recCTj26Wb3ledLYw,10.0,,,Yes,Yes,No,No,No I haven't .....,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"I love mophones and people shouldn't listen to what negative and lies about this mophones ....how I wish I could change everyone to use mophones . This is the best of the best , very soon am improving to iphone"
PdboqQe,lbDkG7o,2025-09-19 14:21:00,recxEtKrHq2lqR9PQ,10.0,,,Yes,Yes,No,No,,,,,,
eq0bJRx,ob6VyGx,2025-09-19 14:24:00,recbjApEp3g9H2blQ,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
2El2WEb,dWqeMzo,2025-09-19 14:24:00,recVyjC17ve12Qkjl,10.0,,,Yes,Yes,No,No,Communication,Yes,,,,
LZa8rRv,ob6LqRe,2025-09-19 14:26:00,recoTziqnJ30sr4oy,10.0,,,Yes,Yes,,,,,,,,
A74kgee,gDj6Eb4,2025-09-19 14:26:00,recQfB6ejGIiUSoIY,1.0,,,Yes,Yes,Yes,Yes,,,,,,
WOK4WGj,YAaMy0,2025-09-19 14:27:00,recrcYBKAk9kHGMFe,10.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",Reach Out via a Sales Agent,No,No
Npbzabl,VLEOKb6,2025-09-19 14:28:00,recg9djH7o64Ar4Jf,9.0,,,,,,,,,,,,
jaJKjd4,yPZ5Ba0,2025-09-19 14:32:00,recr2R4h9N94oidI4,0.0,,,No,No,No,Yes,Nimepewa,,,,,
2El2p9g,81o4Xg5,2025-09-19 14:32:00,recIoCMjsopyCTYwY,10.0,,,Yes,Yes,No,No,No delays,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
9qReVB5,ob6LJvM,2025-09-19 14:37:00,recfCBESrpgeCtYH4,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not yet
vGJRkQd,9qGjVXK,2025-09-19 14:40:00,recfK4beRLvuy9KeK,0.0,,,No,No,Yes,Yes,,,,,,
Y5J2XEz,pbxpYOq,2025-09-19 14:48:00,recH9Tb6k5phLaoty,8.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,As day 1 I have experienced overheating
Zj1xk9v,2E8G9pp,2025-09-19 14:51:00,recDgmRJvJHR2aG45,7.0,,,Yes,Yes,No,No,"𝚝𝚑𝚎 𝚌𝚑𝚊𝚕𝚕𝚊𝚗𝚐𝚎 𝚒𝚜 𝚊𝚋𝚘𝚞𝚝 𝚝𝚑𝚎 𝚊𝚙𝚙 𝚝𝚑𝚊𝚝 𝚒𝚗𝚜𝚝𝚊𝚕𝚕𝚎𝚍 𝚒𝚝 𝚜𝚎𝚕𝚏(𝚗𝚘𝚞𝚟𝚘)𝚒𝚝 𝚍𝚘𝚎𝚜 𝚗𝚘𝚝 𝚊𝚕𝚕𝚘𝚠 𝚖𝚎 𝚝𝚘 𝚒𝚗𝚜𝚝𝚊𝚕𝚕 𝚊𝚗𝚢𝚝𝚑𝚒𝚗𝚐,𝚒𝚏 𝚒𝚝 𝚌𝚊𝚗 𝚋𝚎 𝚛𝚎𝚖𝚘𝚟𝚎𝚍 𝚒 𝚌𝚊𝚗 𝚊𝚙𝚙𝚛𝚎𝚌𝚒𝚊𝚝𝚎",Yes,"No, I have never used it",Reach Out via a Sales Agent,No,𝚗𝚘
J9e7pdX,D42G4xR,2025-09-19 15:16:00,recQgXoeljD0U2yat,5.0,,,Yes,Yes,No,No,,,,,,
yPoLNWW,MeKxedk,2025-09-19 15:19:00,recBhz402KMXsdJR4,10.0,,,Yes,Yes,No,No,No challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Extreamly Excellent.
WOKyraj,pbx2bAP,2025-09-19 15:19:00,recTxEHc2z3t1yNNK,10.0,,,Yes,Yes,Yes,No,"The service and the product is absolutely awesome 👌 but there was a delay of reflecting after payment, please rectify",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am enjoying the phone
QKzLMq7,Zj5BjNA,2025-09-19 15:21:00,recXt9KWRPfdpHOSY,5.0,,,Yes,Yes,No,No,In trems of you phone I have it is well good but the battery of your phone device it's not good.,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Battery device it is disappointing.
VLvMWDN,K7EoNX,2025-09-19 15:29:00,recS1IWFRrX2ijBOb,3.0,,,No,No,No,Yes,"The phone overheats,and battery drains fast,s pen stopped working on the first week of purchase",Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,R
vGJkPQg,Np5ZrBW,2025-09-19 15:30:00,recA8PtU7wyf4Jk2f,9.0,,,Yes,Yes,Yes,No,No,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
RGbpPkK,D42GBOR,2025-09-19 15:32:00,rec3PmlVetqC6TLZq,0.0,,,No,No,,,,,,,,
q4Jy857,gDj66vK,2025-09-19 15:37:00,recqShWkmwl9ip9n7,5.0,,,No,No,Yes,No,,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,"Iam not satisfied at all with my phone,first the battery was draining faster then I have started to notice that the battery is swelling yet its an inbuilt battery and I had already complained about it"
b5YPxNe,dWqyN2q,2025-09-19 15:38:00,recFMSNXrVpelQUYO,10.0,,,Yes,Yes,No,No,Not any yet. Thanks,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
vGJRb0A,Ekz7eyN,2025-09-19 15:42:00,recIs1yM5RNYhDtda,10.0,,,Yes,Yes,No,No,B,,,,,
816OdM5,dWqyaMV,2025-09-19 15:45:00,recFfkPlQt4LYPB2N,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I'm ok
KYWbM4k,lbDEeov,2025-09-19 15:46:00,recS8XRyUSu18nQrY,10.0,,,Yes,Yes,No,No,No,,,,,
D4xQ12N,xXxWDJo,2025-09-19 15:48:00,recGhRqx1VbvXWrmz,8.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
ODbv0Y8,q4ZlRLg,2025-09-19 15:53:00,recuqwZTQNLFhLJru,10.0,,,Yes,Yes,,,,,,,,
dW8rjoy,44Xbrd5,2025-09-19 16:08:00,recmXhyqisN54tnKb,9.0,,,Yes,Yes,No,No,Battery issue not storing charge for long,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Nope
Y5zY0xJ,MoxOe0,2025-09-19 16:11:00,rece0qJgixy8uBLVV,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not available
VLbg1Ma,ob6jMZM,2025-09-19 16:17:00,rec9KZS38zox0xRDn,9.0,,,No,No,No,Yes,Too many restrictions how am I suppose to install other 3rd party apps and besides they are the very reason I decided to loan this phone so really really bored 😴 😐,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Remove this nonsense restrictions cant have control of this phone yet am paying for it no freedom at all total bulshit
pbJa0jq,KYQj6Kk,2025-09-19 16:23:00,recRVolA4uS86fHWz,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",.,No,"No, I have never used it",MoPhones App,No,.
RGbpbYl,MeKxOYp,2025-09-19 16:37:00,recpNEi9KXY4y4fHB,5.0,,,No,No,No,No,My phone is always on software update 🙄.....have updated it more than ...seven times but ....still asking for software update,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
1AN8pk4,xXxWQW5,2025-09-19 16:42:00,recLzUreTguwQbgJ1,8.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Keep it up
WOKy1bL,ob6jOXx,2025-09-19 16:48:00,recNutJ7K3hZDMTxb,2.0,,,No,Yes,Yes,Yes,My phone battery do not last,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Phone battery
Me6BMJk,EkzO0rL,2025-09-19 16:49:00,recUiH0qa0WOCxhw6,6.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"No, I have never used it",Self-Service USSD – *789*25044#,No,
GxqWbLQ,jaDVLMY,2025-09-19 16:51:00,recCGoGXWotHLKAQS,1.0,,,No,Yes,No,Yes,Call me,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Call me
5BeRMXM,Bz4RBA5,2025-09-19 16:51:00,recWelxER68yVZRUi,1.0,,,No,No,No,Yes,I need to block my device,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I need to block the phone
A74ZyMo,XxlbqKY,2025-09-19 16:52:00,recVt1rIFwtV2QRDa,4.0,,,No,No,No,No,The device you overed to me has so many issues n you guys took a lot of time to solve the client's issues,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
KYWbZDk,VLE61Da,2025-09-19 17:26:00,recAZrIGiqbOQYlvq,9.0,,,Yes,Yes,No,No,Nothing much really,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"As much as all is well, I honestly experience serious network problems my phone easily loose network connection, I'm getting attached to it but network is my only nightmare , if I can get a solution to this , it'll be amazing, thanks for support"
rjJ7bv5,D42GXeX,2025-09-19 17:27:00,recv4BJrnRIlBtXb3,9.0,,,Yes,Yes,Yes,No,At least you should allow daily payments also,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,nothing
5BeRo7N,gDjoW9l,2025-09-19 17:33:00,recGug6m94UrXydqX,9.0,,,Yes,Yes,Yes,No,Yes,,,,,
1AN8YdW,yPZaexp,2025-09-19 17:35:00,recXEuwaqNAuaTt9B,5.0,,,Yes,Yes,No,"No, I have never looked for customer care",Not faced any challenge yet,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No im okay
0Q156vQ,rjyyPMN,2025-09-19 18:17:00,reczVLijV8d5kc3l3,7.0,,,Yes,Yes,No,No,Am okay with this device,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Yes the front camera is linking i don't know where ink is coming from
rjJ7ZlL,RGK9Vop,2025-09-19 18:35:00,rec1fM7RA2258FmuE,5.0,,,No,No,Yes,"No, I have never looked for customer care",No,Yes,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,Yes,I needed a device that supports wireless charging... I was disappointed when I noticed that this device doesn't support and no one bothered to tell me.
xXROVvk,Z4BBqo,2025-09-19 19:10:00,rec3mhedWUOmCoyJ5,10.0,,,Yes,Yes,No,No,"I haven't faced any challenge and the phone is functioning well .
",,,,,
" Am just asking whether there is an option to remove the """"this phone belongs to your company"""" watermark on the lockscreen""",No,,MoPhones App,,"I'm a satisfied customer 😚
",,,,,,,,,,,
" Niko best.""",,,,,,,,,,,,,,,,
kdJMl6o,b5VJy4g,2025-09-19 19:14:00,recOfsQmaGw5FCcyQ,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",Na,Yes,"No, I have never used it",Free SMS – 25044,No,No
449e8Po,xXxW8MJ,2025-09-19 19:59:00,recJ69NKQo7pGxLCr,2.0,,,No,No,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,No,My phone battery life is terrible basically on my second week.
449eZvB,9qGkQbK,2025-09-19 23:18:00,recrpytrv9pKjzZNL,0.0,,,No,No,No,Yes,There is no data privacy.,,,,,
5BeWyZP,ob6Py8O,2025-09-19 23:43:00,recLZTfqtdeAupDIS,9.0,,,Yes,Yes,No,No,Okay,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
jaJ1Ok4,7RlAWBA,2025-09-19 23:46:00,recIwjaWpQeWzKaBD,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",Nope,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Great service
RGb7e59,jaDR88a,2025-09-20 05:21:00,recglp8opNOVlh0JS,3.0,,,Yes,No,Yes,Yes,Wrong information,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,.
7Ra80NR,vGjZ8aD,2025-09-20 05:22:00,recDyl2tJIMKJac99,7.0,,,No,No,No,No,"I faced the big challenge with this phone .
",,,,,
" Battery life is 11 hrs why?""",Yes,,Phone Call – +254 728 444 442 or +254 709 924 404,,Only battery life,,,,,,,,,,,
RGb79NP,9qGkkDG,2025-09-20 05:54:00,rec9N6pqUOcTDxHBf,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",No challenge experienced,,,,,
Y5JEDpW,LZ1rRRJ,2025-09-20 06:58:00,recdtYPdos5r1Fym0,9.0,,,Yes,Yes,No,No,,,,,,
rjJNjAl,yPZQWx0,2025-09-20 07:06:00,recmt9V6tXdRpK6kE,5.0,,,No,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,You have alot of restrictions on app installation which i dont find it fare
kdJDZOZ,kda2eAd,2025-09-20 08:24:00,recAvFaGWZj5sLAZD,10.0,,,Yes,Yes,No,No,Bought cash but the customer service was excellent,Yes,"No, I have never used it",Reach Out via a Sales Agent,No,Not really applicable
Xx2l9RY,q4Z9y82,2025-09-20 14:17:00,rec9xwQyEdSkD5aWu,8.0,,,No,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
Bz24WLR,Np5zp6j,2025-09-20 15:06:00,recumGxQ2rRyD1Uox,10.0,,,Yes,Yes,No,No,No,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
81R1qzY,0QrRgey,2025-09-20 16:13:00,recaEixc1dCUxL9TR,3.0,,,Yes,No,No,No,Yes..Installing apps from other devices and app,No,"No, I have never used it",MoPhones App,No,I am not able to intall apps to tjis device from other device and apps
yPdPzJd,4WJzQX,2025-09-20 18:29:00,recwoF66zicTX3bLr,5.0,,,Yes,No,No,Yes,I referred my friend and he bought a phone and paid in cash now it's been 1 week since you guys promised for 1 week free I've never seen it,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Just when you promise deliver you guys you still owes me 1 week free
pbkbMry,Pdjok71,2025-09-20 18:57:00,recHRnwKUt0IV34Z4,2.0,,,No,Yes,Yes,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"I hate the fact that you gave me a phone only for the screen to misbehave and when they changed the screen it was very awful.
"
" I hate this phone but I'll just have to pay because I had already signed up the agreement""",,,,,,,,,,,,,,,,
zx1xkqq,rjyXRop,2025-09-20 20:26:00,rec2FVAI1nMG7dkOL,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",,,,,,
rjk5B5N,jaDNv1R,2025-09-21 05:39:00,recxkJrdfJhdqu4rI,8.0,,,Yes,Yes,No,,,,,,,
NpRrMOl,QgRGAG,2025-09-21 08:03:00,recctKnfG8VnqvHJV,7.0,,,Yes,Yes,No,No,No challenge,,,,,
7RpqP5R,D42QjP5,2025-09-21 08:47:00,recuOQwh4mao2Kw2k,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Thanks,the phone is just what I needed"
2EDXyWp,D42QgM5,2025-09-21 09:19:00,recrqcNDeZPukWSJL,1.0,,,Yes,No,Yes,Yes,,,,,,
ZjZojEy,gDjKGdD,2025-09-21 11:17:00,recaR9FdsrpUcBRCH,10.0,,,Yes,Yes,No,No,Not at all,No,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,No,Through watsap
VL4j8K6,9qGbEKY,2025-09-21 12:40:00,reccOpUNKCt1As87q,,,,Yes,Yes,,,,,,,,
81Rap7x,k2N9dd,2025-09-21 17:47:00,recFTBunczCzSeqNW,10.0,,,Yes,Yes,No,No,No problem,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I want to pay my phone monthly
vGdyj5l,obb6gKM,2025-09-22 10:43:00,recOCftDLcOAbZZB7,4.0,,,Yes,Yes,,,,,,,,
q4kOdJY,QKK1NVA,2025-09-23 03:56:00,recaqQ8PRLtffzRbT,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
